FID,Lat_4326_rad,Lon_4326_rad,D_geo_acum_km,X,Y
76,6.728607739000000,-74.217362480000006,41.720368090000001,984537.967549564,1235814.92626214
77,6.729250864000000,-74.215433099999998,41.945355079999999,984751.29629568,1235885.98876564
78,6.729107947000000,-74.213217889999996,42.190763099999998,984996.20108714,1235870.11507102
79,6.729107947000000,-74.211217059999996,42.411955749999997,985217.408887848,1235870.05412954
80,6.727535864000000,-74.205000179999999,43.121164020000002,985904.689387167,1235696.01422656
81,6.724891906000000,-74.200069560000003,43.740632150000003,986449.737256805,1235403.48020224
82,6.722247947000000,-74.195853520000000,44.291869579999997,986915.787342593,1235110.97074171
83,6.720247114000000,-74.193138099999999,44.665666680000001,987215.950544794,1234889.62745102
84,6.720104197000000,-74.190994349999997,44.903196520000002,987452.959749975,1234873.76684834
85,6.720961697000000,-74.183276849999999,45.761706349999997,988306.226672425,1234968.40644659
86,6.720675864000000,-74.181561849999994,45.953954609999997,988495.82991217,1234936.75563867
87,6.719103781000000,-74.180561429999997,46.160973749999997,988606.39955857,1234762.87612553
88,6.716388364000000,-74.175130600000003,46.833165409999999,989206.773066443,1234462.45614089
89,6.716531281000000,-74.172843929999999,47.086463709999997,989459.592085822,1234478.21148781
90,6.716817114000000,-74.170700179999997,47.325588209999999,989696.612616749,1234509.77604127
91,6.720675864000000,-74.165983929999996,48.001132640000002,990218.121298093,1234936.4169921
92,6.723105447000000,-74.166841430000005,48.287719750000001,990123.365342986,1235205.12087268
93,6.723820031000000,-74.166555599999995,48.373311710000003,990154.980860742,1235284.14069231
94,6.733967114000000,-74.163125600000001,49.564803480000002,990534.394851133,1236406.23529709
95,6.744400031000000,-74.160267270000006,50.768384380000001,990850.598057474,1237559.95381288
96,6.752260448000000,-74.153978929999994,51.885906429999999,991545.937806025,1238429.1215672
97,6.758120031000000,-74.147118930000005,52.886170890000002,992304.420990802,1239077.01753941
98,6.759692114000000,-74.145403930000001,53.144175290000000,992494.040583323,1239250.84700618
99,6.761978781000000,-74.145261020000007,53.399210210000000,992509.874611263,1239503.7267178
100,6.771554198000000,-74.141831019999998,54.530545609999997,992889.202351114,1240562.61833684
101,6.773697948000000,-74.137257680000005,55.089576549999997,993394.805796959,1240799.63062909
102,6.775270031000000,-74.135113930000003,55.384160420000001,993631.812958938,1240973.45832
103,6.777985448000000,-74.133256020000005,55.749600719999997,993837.234364332,1241273.73174394
104,6.781558364000000,-74.133256020000005,56.147327439999998,993837.279750549,1241668.85982129
105,6.784559614000000,-74.131398099999998,56.539492430000003,994042.701987479,1242000.74429848
106,6.789918989000000,-74.127396430000005,57.282175019999997,994485.128273322,1242593.38932412
107,6.793813469000000,-74.123716329999993,57.876661689999999,994891.982113946,1243024.03891825
108,6.794456594000000,-74.122037059999997,58.075607910000002,995077.620279496,1243095.14462715
109,6.795242635000000,-74.120429250000001,58.273700280000000,995255.359964134,1243182.05673736
110,6.797064823000000,-74.116749139999996,58.728248749999999,995662.185654107,1243383.53772594
111,6.795421281000000,-74.111747059999999,59.310636930000001,996215.114203791,1243201.7367048
112,6.791419614000000,-74.109674769999998,59.811534690000002,996444.161276509,1242759.17731942
113,6.787489406000000,-74.106316219999997,60.385316740000000,996815.401571866,1242324.51300284
114,6.783916489000000,-74.102386019999997,60.974315959999998,997249.843178376,1241929.36080858
115,6.784130864000000,-74.101242679999999,61.102930669999999,997376.235182621,1241953.06215911
116,6.784845448000000,-74.100099349999994,61.252261490000002,997502.628545417,1242032.08181187
117,6.788061073000000,-74.097884140000005,61.685953660000003,997747.524033012,1242387.6862549
118,6.792562948000000,-74.095168720000004,62.270101080000003,998047.716473578,1242885.53595658
119,6.801495240000000,-74.093811020000004,63.275679560000000,998197.834385795,1243873.35139274
120,6.806854615000000,-74.090381019999995,63.982544550000000,998577.006697846,1244466.03252194
121,6.808926906000000,-74.089666429999994,64.226373400000000,998656.003268054,1244695.20489497
122,6.811999615000000,-74.088308720000001,64.599891400000004,998806.091534184,1245035.0118916
123,6.814715031000000,-74.087308309999997,64.921754460000002,998916.681807999,1245335.30713524
124,6.817216073000000,-74.085307470000004,65.277310340000000,999137.855602312,1245611.89313396
125,6.819038261000000,-74.084449969999994,65.501201949999995,999232.644547411,1245813.40732547
126,6.821110552000000,-74.083914039999996,65.739367790000003,999291.88781641,1246042.58103593
127,6.839796907000000,-74.078983410000006,67.889681749999994,999836.910061863,1248109.10026926
128,6.843548469000000,-74.077697160000000,68.330828789999998,999979.082628187,1248523.98539451
129,6.847264302000000,-74.074195700000004,68.897272659999999,1000366.10183577,1248934.92081553
130,6.849586698000000,-74.071694660000006,69.275747350000003,1000642.54058898,1249191.75736729
131,6.850515657000000,-74.070051120000002,69.484767750000003,1000824.19984728,1249294.49352069
132,6.851587532000000,-74.068443310000006,69.698809199999999,1001001.90887489,1249413.03531771
133,6.858090240000000,-74.063798520000006,70.586223459999999,1001515.27590816,1250132.18260532
134,6.861591698000000,-74.055795180000004,71.552823640000000,1002399.85374616,1250519.44193782
135,6.864021282000000,-74.054330289999996,71.868032990000003,1002561.75134524,1250788.13755137
136,6.869380657000000,-74.052901120000001,72.485177859999993,1002719.6826583,1251380.83955976
137,6.870952740000000,-74.052186539999994,72.677172240000004,1002798.65290471,1251554.70061135
138,6.872453365000000,-74.050971750000002,72.891482060000001,1002932.90875426,1251720.66227545
139,6.878027115000000,-74.048184870000000,73.584175610000003,1003240.89081571,1252337.08238617
140,6.881742949000000,-74.043825909999995,74.219125190000000,1003722.6301977,1252748.0490408
141,6.883029199000000,-74.042682580000005,74.410087669999996,1003848.98390231,1252890.30479115
142,6.883315032000000,-74.041039040000001,74.594489170000003,1004030.62969387,1252921.92867724
143,6.882957740000000,-74.039395499999998,74.780428369999996,1004212.28094124,1252882.4298349
144,6.882171699000000,-74.035751120000000,75.192581399999995,1004615.07471938,1252795.53500725
145,6.881600032000000,-74.033821750000001,75.415099929999997,1004828.31975387,1252732.33326265
146,6.881742949000000,-74.031677999999999,75.652550309999995,1005065.25165233,1252748.16066655
147,6.887102324000000,-74.021816740000006,76.894970529999995,1006155.07717204,1253340.97115683
148,6.888102740000000,-74.016600290000000,77.482118749999998,1006731.59359853,1253451.67781407
149,6.893533574000000,-74.010311950000002,78.403215639999999,1007426.50526108,1254052.36874558
150,6.896248990000000,-74.009454450000007,78.719994400000004,1007521.23347493,1254352.68099259
151,6.903394824000000,-74.006453199999996,79.581824859999998,1007852.8124799,1255142.98987745
152,6.909397324000000,-74.003880699999996,80.307968009999996,1008137.01715036,1255806.8520312
153,6.917686490000000,-73.998878619999999,81.383596460000007,1008689.67807316,1256723.64313721
154,6.923831907000000,-73.996591949999996,82.112864270000003,1008942.27279351,1257403.310297
155,6.930048782000000,-73.995162789999995,82.822700370000007,1009100.09460425,1258090.86498403
156,6.933264407000000,-73.995305700000003,83.181002640000003,1009084.2398016,1258446.48002068
157,6.934979407000000,-73.995019869999993,83.374506679999996,1009115.794184,1258636.14833392
158,6.940910449000000,-73.988302790000006,84.367902610000002,1009857.97917133,1259292.20017784
159,6.941053366000000,-73.986159040000004,84.605323330000004,1010094.88022494,1259308.0505675
160,6.940767532000000,-73.983872370000000,84.859998379999993,1010347.58448055,1259276.48930079
161,6.941339199000000,-73.976440699999998,85.683668830000002,1011168.83932515,1259339.87895958
162,6.945912532000000,-73.954860289999999,88.122055430000003,1013553.54170247,1259846.20997633
163,6.946019720000000,-73.952323519999993,88.402622699999995,1013833.87233501,1259858.13730039
164,6.947163053000000,-73.949893930000002,88.699731819999997,1014102.32773937,1259984.65102767
165,6.948306387000000,-73.939318099999994,89.875268169999998,1015271.00359436,1260111.42119083
166,6.954451803000000,-73.928170600000001,91.284266090000003,1016502.67357665,1260791.42225868
167,6.963312637000000,-73.918881020000001,92.707837209999994,1017528.90194588,1261771.68471418
168,6.971315970000000,-73.913878929999996,93.756264750000000,1018081.34757797,1262656.97021957
169,6.976961178000000,-73.909591430000006,94.543238200000005,1018554.90450387,1263281.44642324
170,6.983320970000000,-73.903731850000000,95.502599160000003,1019202.13539449,1263985.01780288
171,6.992753470000000,-73.892941640000004,97.091267400000007,1020394.04123948,1265028.62330452
172,7.000756804000000,-73.888654140000000,98.100289410000002,1020867.44390214,1265913.91069278
173,7.008617220000000,-73.884223719999994,99.102902619999995,1021356.62840537,1266783.40412144
174,7.014905554000000,-73.879936220000005,99.948120230000001,1021830.07794051,1267479.03736525
175,7.018692845000000,-73.878935810000002,100.383958699999994,1021940.43827437,1267897.92621276
176,7.022194304000000,-73.878864350000001,100.773810800000007,1021948.16990599,1268285.1612089
177,7.024909720000000,-73.879150179999996,101.077728199999996,1021916.46123978,1268585.44983354
178,7.029268679000000,-73.879150179999996,101.562954800000000,1021916.25706763,1269067.51383649
179,7.034056387000000,-73.879936220000005,102.102937499999996,1021829.18480684,1269596.95720936
180,7.050420346000000,-73.875863100000004,103.979283199999998,1022278.43422121,1271406.86620579
181,7.052492637000000,-73.874862680000007,104.235073900000003,1022388.86511268,1271636.09222723
182,7.054850762000000,-73.874076639999998,104.511564100000001,1022475.5958645,1271896.91906979
183,7.056422846000000,-73.875219970000003,104.727385400000003,1022349.20199623,1272070.72358776
184,7.061210554000000,-73.879650389999995,105.450983500000007,1021859.49316946,1272599.99432866
185,7.070285762000000,-73.890512060000006,107.019528399999999,1020659.07803318,1273603.14115268
186,7.078896492000000,-73.896907580000004,108.210293199999995,1019952.1366399,1274555.13705949
187,7.080718679000000,-73.897800810000007,108.435860899999994,1019853.37728106,1274756.61753603
188,7.083219721000000,-73.898086640000002,108.716054400000004,1019821.69295002,1275033.19978521
189,7.086613992000000,-73.897657890000005,109.096851700000002,1019868.91422977,1275408.59630175
190,7.088757742000000,-73.897514970000003,109.336009399999995,1019884.61145586,1275645.68340796
191,7.093724096000000,-73.897693619999998,109.889201700000001,1019864.66235115,1276194.91344581
192,7.100727013000000,-73.899051330000006,110.683042299999997,1019714.37326012,1276969.32038971
193,7.104943054000000,-73.900266119999998,111.171166999999997,1019579.99477535,1277435.52833675
194,7.108015763000000,-73.901337990000002,111.533125100000007,1019461.45510322,1277775.29953129
195,7.116733679000000,-73.908269450000006,112.769249400000007,1018695.38333739,1278739.14369585
196,7.129238888000000,-73.915772579999995,114.389330099999995,1017866.04358163,1280121.82043001
197,7.131096805000000,-73.916701540000005,114.620203099999998,1017763.35446179,1280327.25498618
198,7.133597846000000,-73.916915910000000,114.899616899999998,1017739.5779244,1280603.84141478
199,7.149247221000000,-73.916630080000004,116.641946000000004,1017770.54769592,1282334.54596402
200,7.152319930000000,-73.916129870000006,116.988424300000005,1017825.68183482,1282674.38206336
201,7.157393471000000,-73.915772579999995,117.554573300000001,1017864.95061387,1283235.48862349
202,7.161395138000000,-73.918273619999994,118.078726599999996,1017588.53692554,1283677.94433256
203,7.165182430000000,-73.920989039999995,118.596110600000003,1017288.45646565,1284096.6852923
204,7.166468680000000,-73.925419450000007,119.105957500000002,1016799.04264963,1284238.76978468
205,7.167540555000000,-73.930635910000007,119.694327000000001,1016222.81558695,1284357.12296148
206,7.170327430000000,-73.933994450000000,120.177894499999994,1015851.7493879,1284665.21149306
207,7.173614513000000,-73.936781330000002,120.656046900000007,1015543.81306848,1285028.64097549
208,7.179617013000000,-73.938639240000001,121.355025999999995,1015338.39809907,1285692.40647297
209,7.183761597000000,-73.935495079999995,121.932469400000002,1015685.53721509,1286150.87054143
210,7.186191180000000,-73.931064660000004,122.491547400000002,1016174.79907762,1286419.71702494
211,7.189192430000000,-73.929492580000002,122.868060299999996,1016348.32992125,1286751.6871416
212,7.194194513000000,-73.930207159999995,123.430442600000006,1016269.22617323,1287304.85223079
213,7.198482013000000,-73.928777990000000,123.933136700000006,1016426.92277393,1287779.06677963
214,7.203984305000000,-73.926276950000002,124.605035900000004,1016702.95691879,1288387.66742255
215,7.213774097000000,-73.925205079999998,125.701217400000004,1016820.98051765,1289470.38082895
216,7.217507795000000,-73.923597270000002,126.153181000000004,1016998.41506513,1289883.35823219
217,7.222331232000000,-73.922846949999993,126.696468100000004,1017081.10218525,1290416.82081925
218,7.226511545000000,-73.922239559999994,127.166617900000006,1017148.02629964,1290879.15378074
219,7.236587170000000,-73.918559450000004,128.359565300000014,1017554.07400924,1291993.58038558
220,7.252165087000000,-73.917416119999999,130.098244099999988,1017679.73527392,1293716.42319874
221,7.255487899000000,-73.918595179999997,130.490375999999998,1017549.39678094,1294083.85517657
222,7.259310920000000,-73.921489240000000,131.022576799999996,1017229.64743899,1294506.54130081
223,7.286643733000000,-73.935137789999999,134.417985200000004,1015721.43983078,1297528.84691561
224,7.292324670000000,-73.936209660000003,135.061350599999997,1015602.88011509,1298157.07867252
225,7.296898004000000,-73.935852370000006,135.571967099999995,1015642.17521964,1298662.86751588
226,7.299970712000000,-73.933494240000002,136.001837700000010,1015902.46144098,1299002.76854053
227,7.301685712000000,-73.929921329999999,136.440104999999988,1016296.9326095,1299192.56236056
228,7.304186754000000,-73.925062159999996,137.044559800000002,1016833.40371022,1299469.33765138
229,7.313547796000000,-73.914986540000001,138.568849499999999,1017945.6055902,1300504.98918183
230,7.315334254000000,-73.914093309999998,138.790824799999996,1018044.16453918,1300702.59413272
231,7.317192171000000,-73.913771740000001,139.000667999999990,1018079.5974665,1300908.0791435
232,7.353850296000000,-73.904839449999997,143.198818399999993,1019064.33556643,1304962.57510503
233,7.355851129000000,-73.905661219999999,143.439314200000013,1018973.5186665,1305183.81823061
234,7.363461442000000,-73.907947890000003,144.323286200000013,1018720.72864892,1306025.36903787
235,7.371786338000000,-73.905375390000003,145.292530400000004,1019004.39852834,1306946.15299589
236,7.376431129000000,-73.907233309999995,145.848771599999992,1018799.07719152,1307459.75593029
237,7.381576129000000,-73.907876430000002,146.425882000000001,1018727.8573107,1308028.73020978
238,7.385220504000000,-73.907090389999993,146.840739899999988,1018814.48482827,1308431.80599211
239,7.394081338000000,-73.907804970000001,147.830251500000003,1018735.22002835,1309411.7231537
240,7.404943005000000,-73.904517889999994,149.092616399999997,1019097.64792222,1310613.08917022
241,7.412374671000000,-73.900444759999999,150.034178599999990,1019546.98471943,1311435.15833064
242,7.414518421000000,-73.899658720000005,150.288099700000004,1019633.6653537,1311672.27735223
243,7.419734880000000,-73.901302259999994,150.896462200000002,1019451.99713035,1312249.11037661
244,7.422950505000000,-73.904875180000005,151.429077000000007,1019057.42964131,1312604.58187153
245,7.424736963000000,-73.905732680000000,151.649317900000000,1018962.69091346,1312802.11539844
246,7.426737796000000,-73.907304760000002,151.931666400000012,1018789.05968165,1313023.32719416
247,7.431239672000000,-73.906089969999996,152.450431900000012,1018922.97052015,1313521.25629472
248,7.438028213000000,-73.902445599999993,153.306513200000012,1019324.97995748,1314272.18125694
249,7.441601130000000,-73.897943720000001,153.942997999999989,1019821.77986758,1314667.52147169
250,7.446388838000000,-73.897586430000004,154.477408900000000,1019861.00519934,1315197.026623
251,7.457965088000000,-73.903517469999997,155.922796599999998,1019205.78885882,1316477.02201998
252,7.459394255000000,-73.904732260000003,156.130854400000004,1019071.6330206,1316635.02589873
253,7.470756130000000,-73.914593510000003,157.799478800000003,1017982.64366772,1317891.16093666
254,7.474614880000000,-73.917451850000006,158.332428899999996,1017666.98159386,1318317.79790194
255,7.477687589000000,-73.917666220000001,158.675291299999998,1017643.19603215,1318657.61093503
256,7.481189047000000,-73.916737260000005,159.078323000000012,1017745.59269857,1319044.88682181
257,7.495051964000000,-73.913736009999994,160.656652600000001,1018076.29535357,1320578.15853448
258,7.498339047000000,-73.910877679999999,161.139772899999997,1018391.64594451,1320941.8076432
259,7.501483214000000,-73.904589349999995,161.917044000000004,1019085.57912216,1321289.80104113
260,7.503912797000000,-73.886724760000007,163.907115599999997,1021057.24138696,1321559.3148955
261,7.510344047000000,-73.879578929999994,164.972230599999989,1021845.62751849,1322270.92113495
262,7.532353214000000,-73.865430180000004,167.877501599999988,1023406.06710341,1324705.73412691
263,7.549646131000000,-73.856140600000003,170.058450599999986,1024430.35145486,1326618.73887905
264,7.553219047000000,-73.854711429999995,170.486304899999993,1024587.87514273,1327013.96322864
265,7.566224464000000,-73.856855179999997,171.953230300000001,1024350.56048974,1328452.16778478
266,7.570654881000000,-73.855997680000002,172.455406699999997,1024444.94252162,1328942.1949243
267,7.579229881000000,-73.852424760000005,173.488166199999995,1024838.74586058,1329890.74438153
268,7.582374048000000,-73.852567680000007,173.838520799999998,1024822.79394086,1330238.46357277
269,7.600953214000000,-73.853568100000004,175.909643600000010,1024711.33321001,1332293.15968998
270,7.603668631000000,-73.852567680000007,176.231440600000013,1024821.5722271,1332593.52718509
271,7.605526548000000,-73.850281010000003,176.557679900000011,1025073.79377547,1332799.13446168
272,7.611529048000000,-73.839276429999998,177.943601800000010,1026287.75667733,1333463.63180922
273,7.617245715000000,-73.838418930000003,178.586959500000006,1026382.02883642,1334095.9171386
274,7.625391965000000,-73.842563510000005,179.602552300000013,1025924.20693564,1334996.5985361
275,7.633395298000000,-73.844993099999996,180.532914099999999,1025655.6430858,1335881.57990563
276,7.638969048000000,-73.841134350000004,181.285385700000006,1026081.08126309,1336498.23909037
277,7.652260298000000,-73.840848510000001,182.765265199999988,1026111.81276434,1337968.2001856
278,7.656547798000000,-73.838847680000001,183.291112900000002,1026332.31246815,1338442.49779767
279,7.662550298000000,-73.838704759999999,183.959479799999997,1026347.71269113,1339106.35266091
280,7.671696965000000,-73.835274760000004,185.045703099999997,1026725.58422334,1340118.14015008
281,7.679986132000000,-73.830415599999995,186.112841900000006,1027261.17047447,1341035.18690477
282,7.684845298000000,-73.829843929999996,186.657414299999999,1027323.93145494,1341572.62336609
283,7.692419882000000,-73.826556850000003,187.575262900000013,1027686.09523688,1342410.5468888
284,7.695135299000000,-73.827557260000006,187.897051800000014,1027575.54925088,1342710.79439992
285,7.696707382000000,-73.829415179999998,188.166554100000013,1027370.47407091,1342884.53993946
286,7.703567382000000,-73.841134350000004,189.668026700000013,1026077.14683415,1343642.4904281
287,7.706997382000000,-73.841134350000004,190.049844400000012,1026076.93700537,1344021.83180147
288,7.709998632000000,-73.839991010000006,190.406948400000005,1026202.8874011,1344353.82553386
289,7.751873216000000,-73.815552260000004,195.791665499999993,1028896.141664,1348986.54238992
290,7.745584882000000,-73.820554349999995,196.682961199999994,1028344.78158451,1348290.74365116
291,7.755446132000000,-73.811264760000000,198.184591799999993,1029368.84827762,1349381.9854011
292,7.760305299000000,-73.807977679999993,198.835768599999994,1029731.10203267,1349919.6171435
293,7.764449882000000,-73.804833509999995,199.412934799999988,1030077.63423372,1350378.21199752
294,7.768165716000000,-73.804404759999997,199.829264999999992,1030124.66359003,1350789.19796449
295,7.782743216000000,-73.804547679999999,201.452066599999995,1030107.85954024,1352401.39836896
296,7.804180716000000,-73.809835600000000,203.908657000000005,1029523.08913401,1354771.92460772
297,7.807467799000000,-73.809835600000000,204.274565599999988,1029522.85846688,1355135.46261099
298,7.816757383000000,-73.807120179999998,205.351144199999993,1029821.69822883,1356163.04436177
299,7.820330300000000,-73.807120179999998,205.748870899999986,1029821.44454976,1356558.19476426
300,7.831906550000000,-73.811979350000001,207.144484000000006,1029284.7081624,1357838.14087228
301,7.845483633000000,-73.822269349999999,209.034423400000009,1028148.9212907,1359339.00908517
302,7.851343216000000,-73.824413100000001,209.728212899999988,1027912.10595915,1359986.91253328
303,7.863919883000000,-73.827557260000006,211.170504300000005,1027564.52623438,1361377.63430435
304,7.868064467000000,-73.825127679999994,211.704012799999987,1027832.18534889,1361836.16989602
305,7.889501967000000,-73.825413510000004,214.090581299999997,1027799.2342046,1364207.05650741
306,7.904365300000000,-73.834131429999999,216.004089899999997,1026836.91700712,1365850.31416243
307,7.924230717000000,-73.829272259999996,218.279425099999997,1027371.42608084,1368047.67260903
308,7.927517800000000,-73.829415179999998,218.645672800000000,1027355.45000974,1368411.20273017
309,7.932805717000000,-73.829843929999996,219.236203300000000,1027307.8256909,1368995.99918256
310,7.955672384000000,-73.843278100000006,222.181195699999989,1025825.11558223,1371524.1101417
311,7.957959051000000,-73.846279350000003,222.598653299999995,1025494.06835858,1371776.82130836
312,7.960960301000000,-73.850138099999995,223.139566699999989,1025068.4379211,1372108.51306406
313,7.966676967000000,-73.852424760000005,223.824042499999990,1024815.97906873,1372740.61798295
314,7.972679467000000,-73.855997680000002,224.599678600000004,1024421.69797046,1373404.2602385
315,7.978967801000000,-73.861571429999998,225.531102099999998,1023806.82059902,1374099.40207143
316,7.983684051000000,-73.861428509999996,226.056337700000000,1023822.30434884,1374621.01081159
317,7.990401134000000,-73.865430180000004,226.924492500000014,1023380.74452271,1375363.66739399
318,7.995403218000000,-73.871861429999996,227.825969200000003,1022671.44516506,1375916.52077974
319,7.997404051000000,-73.873862259999996,228.139425200000005,1022450.75384924,1376137.69620435
320,7.999833634000000,-73.874291009999993,228.413977999999986,1022403.35383859,1376406.3761134
321,8.023843634000000,-73.871289759999996,231.107098699999995,1022732.89158596,1379061.96361659
322,8.045424050999999,-73.866859349999999,233.558501199999995,1023220.06276757,1381448.93440044
323,8.053570301000001,-73.862714760000003,234.573882499999996,1023676.45535915,1382350.1210013
324,8.066004051000000,-73.863286430000002,235.959404900000010,1023612.71954094,1383725.22158136
325,8.068862384999999,-73.863858100000002,236.283764600000012,1023549.54108547,1384041.31142166
326,8.074721968000000,-73.867716849999994,237.062436200000008,1023123.87550618,1384689.14245637
